カード番号,文字,部首,字体数,用例数1,用例数2,大字典
0973,末,075,1,7,,04712
0974,未,075,1,46,,04711
0975,本,075,1,4,,04713
0976,朱,075,1,2,,04717
0977,杖,075,1,3,,04743
0978,松,075,1,2,,04780
0979,東,075,1,5,,04765
0980,果,075,1,2,,04806
0981,枉,075,1,4,,04787
0982,某,075,1,2,,04845
0983,桓,075,1,7,,04942
0984,柏,075,1,2,,04850
0985,椁,075,1,3,,05069
0986,樊,075,1,9,,05285
0987,樂,075,1,46,,05279
0988,權,075,1,3,,05529
0989,校,075,1,2,,04904
0990,楚,075,1,2,,05134
0991,樹,075,1,2,,05323
0992,栗,075,1,2,,04890
0993,05029,075,1,2,,05029
0994,桀,075,1,3,,04927
0995,柳,075,1,4,,04873
0996,歌,076,1,4,,05609
0997,歎,076,1,2,,05612
0998,欲,076,1,37,,05580
0999,欺,076,1,4,,05587
1000,正,077,1,21,,05643
1001,止,077,1,8,,05641
1002,歳,077,1,2,,05666
1003,武,077,1,11,,05649
1004,歸,077,1,10,,05676
1005,死,078,1,33,,05686
1006,殆,078,1,3,,05707
1007,殷,079,1,6,,05795
1008,毀,079,1,2,,05812
1009,毅,079,1,2,,05820
1010,殺,079,1,7,,05796
1011,毋,080,1,8,,05832
1012,母,080,1,8,,05834
1013,毎,080,1,3,,05836
1014,比,081,1,5,,05841
1015,氏,083,1,18,,05932
1016,民,083,1,43,,05935
1017,氣,084,1,6,,05947
1018,水,085,1,2,,05952
1019,求,085,1,36,,05964
1020,洋,085,1,2,,06111
1021,深,085,1,2,,06285
1022,流,085,1,2,,06151
1023,滅,085,1,2,,06432
1024,淵,085,1,14,,06310
1025,游,085,1,8,,06340
1026,泰,085,1,6,,06098
1027,治,085,1,5,,06055
1028,海,085,1,4,,06182
1029,沽,085,1,4,,06054
1030,温,085,1,4,,06326
1031,溺,085,1,3,,06422
1032,潤,085,1,3,,06553
1033,漢,085,1,3,,06499
1034,河,085,1,3,,06045
1035,沒,085,1,6,,06023
1036,法,085,1,2,,06074
1037,清,085,1,2,,06290
1038,06203,085,1,2,,06203
1039,津,085,1,2,,06128
1040,滔,085,1,2,,06447
1041,沮,085,1,2,,06041
1042,浴,085,1,2,,06179
1043,浸,085,1,2,,06183
1044,淫,085,1,2,,06277
1045,湯,085,1,2,,06381
1046,浮,085,0,1,,06175
1047,酒,164,1,5,,12266
1048,然,086,1,33,,06885
1049-1050,焉,086,1,82,,06861
1051,烈,086,1,2,,06831
1052-1053,無,086,1,113,,06872
1054-1057,爲,087,1,170,,07032
1058,爭,087,1,3,,07028
1059,父,088,1,27,,07035
1060,爾,089,1,24,,07043
1061,牆,090,1,6,,07047
1062,牛,093,1,7,,07072
1063,狎,094,1,2,,07134
1064,狐,094,1,3,,07135
1065,獲,094,1,2,,07241
1066,猛,094,1,3,,07180
1067,犯,094,1,4,,07112
1068,獨,094,1,3,,07230
1069,犬,094,1,2,,07110
1070,猶,094,1,18,,07203
1071,狂,094,1,8,,07125
1072,狷,094,1,2,,07160
1073,玄,095,1,3,,07256
1074,玉,096,1,4,,07261
1075,王,096,1,11,,07262
1076,瑟,096,1,4,,07347
1077,瓜,097,1,2,,07403
1078,甚,099,1,4,,07457
1079,生,100,1,20,,07461
1080,産,100,1,3,,07464
1081,用,101,1,20,,07469
1082,異,102,1,10,,07530
1083,由,102,1,30,,07479
1084,畔,102,1,4,,07507
1085,申,102,1,3,,07481
1086,畏,102,1,9,,07503
1087,當,102,1,2,,07535
1088,疏,103,1,4,,07557
1089,疾,104,1,17,,07591
1090,病,104,1,7,,07598
1091,發,105,1,2,,07707
1092,白,106,1,2,,07709
1093,皆,106,1,16,,07717
1094,皙,106,1,2,,07726
1095,百,106,1,14,,07710
1096,盈,108,1,2,,07758
1097,盜,108,1,2,,07771
1098,益,108,1,11,,07759
1099,盡,108,1,6,,07779
1100,盍,108,1,2,,07762
1101,盛,108,1,2,,07770
1102,07861,109,1,2,,07861
1103,相,109,1,10,,07801
1104,衆,109,1,12,,07844
1105,目,109,1,2,,07790
1106,瞻,109,1,2,,07907
1107,瞽,109,1,3,,07909
1108,省,109,1,3,,07807
1109,直,109,1,19,,07799
1110,務,019,1,2,,00890
1111,失,037,1,15,,01957
1112,短,111,1,3,,07948
1113,矢,111,1,3,,07937
1114-1117,矣,111,1,161,,07938
1117-1118,知,111,1,92,,07941
1119,磬,112,1,3,,08058
1120,磨,112,1,2,,08057
1121,07997,112,1,2,,07997
1122,祭,113,1,13,,08135
1123,神,113,1,7,,08124
1124,祿,113,1,6,,08141
1125,社,113,1,3,,08101
1126,祝,113,1,2,,08123
1127,08152,113,1,2,,08152
1128-1129,禮,113,1,61,,08165
1130,祷,113,1,4,,08167
1131,禹,114,1,4,,08172
1132,秀,115,1,2,,08179
1133,私,115,1,2,,08180
1134,穀,115,1,6,,08261
1135,稷,115,1,3,,08252
1136,稱,115,1,8,,08248
1137,稼,115,1,3,,08257
1138,空,116,1,4,,08296
1139,窮,116,1,4,,08329
1140,童,117,1,3,,08371
1141,立,117,1,22,,08354
1142,竭,117,1,3,,08375
1143,章,117,1,6,,08366
1144,竝,117,1,2,,08361
1145,笑,118,1,5,,08396
1146,等,118,1,2,,08426
1147,節,118,1,5,,08493
1148,管,118,1,13,,08477
1149,篤,118,1,3,,08522
1150,簡,118,1,8,,08569
1151,簣,118,1,2,,08571
1152,篇,118,1,4,,08500
1153,粟,119,1,4,,08664
1154,繼,120,1,3,,09047
1155,終,120,1,10,,08795
1156,約,120,1,6,,08738
1157,絶,120,1,4,,08809
1158,08814,120,1,3,,08814
1159,素,120,1,3,,08765
1160,紫,120,1,2,,08773
1161,緇,120,1,2,,08905
1162,糾,120,1,2,,08734
1163,綽,120,1,2,,08897
1164,紳,120,1,2,,08783
1165,純,120,1,2,,08753
1166,繹,120,1,2,,09042
1167,縱,120,1,2,,08982
1168,綏,120,1,2,,08854
1169,罰,122,1,2,,09130
1170,罪,122,1,5,,09125
1171,羣,123,1,5,,09175
1172,義,123,1,21,,09177
1173,美,123,1,14,,09155
1174,羔,123,1,3,,09158
1175,羊,123,1,4,,09150
1176,翼,124,1,2,,09245
1177,習,124,1,3,,09214
1178-1181,者,125,1,198,,09255
1182,老,125,1,8,,09250
1183-1188,而,126,1,298,,09264
1189,耕,127,1,2,,09272
1190,聲,128,1,4,,09328
1191,耳,128,1,4,,09290
1192,聖,128,1,8,,09308
1193,聞,128,1,50,,09315
1194,聽,128,1,8,,09335
1195,肆,129,1,3,,09345
1196-1197,能,130,1,64,,09429
1198,脩,130,1,8,,09462
1199,肉,130,1,6,,09348
1200,膚,130,1,3,,09539
1201,09383,130,1,2,,09383
1202,臧,131,1,6,,09600
1203,臣,131,1,26,,09596
1204,臨,131,1,5,,09601
1205,自,132,1,17,,09602
1206,致,133,1,7,,09611
1207,至,133,1,17,,09610
1208,臾,134,1,4,,09621
1209,擧,134,1,12,,09632
1210-1211,與,134,1,120,,09629
1213,興,134,1,7,,09630
1214,舊,134,1,6,,09633
1215,舍,135,1,6,,09638
1216,舞,136,1,4,,09656
1217,舜,136,1,7,,09653
1218,色,139,1,24,,09716
1219,苟,140,1,8,,09782
1220,莊,140,1,6,,09869
1221,草,140,1,5,,09846
1222,莫,140,1,18,,09886
1223,荷,140,1,2,,09860
1224,華,140,1,5,,09921
1225,葉,140,1,3,,09966
1226,葬,140,1,4,,09985
1227,蓋,140,1,5,,10040
1228,蔡,140,1,3,,10080
1229,蔽,140,1,9,,10088
1230,蕭,140,1,2,,10128
1231,藏,140,1,2,,10191
1232,藝,140,1,4,,10201
1233,10246,140,1,2,,10246
1234,蕩,140,1,6,,10123
1235,薄,140,1,2,,10139
1236,萬,140,1,2,,09954
1237,若,140,1,14,,09788
1238,虞,141,1,3,,10275
1239,虚,141,1,2,,10272
1240,處,141,1,6,,10270
1241,虎,141,1,2,,10264
1242,血,143,1,3,,10605
1243,衞,144,1,10,,10630
1244-1245,行,144,1,74,,10614
1246,裳,145,1,2,,10724
1247,褻,145,1,3,,10770
1248,衣,145,1,15,,10637
1249,裘,145,1,7,,10710
1250,衰,145,1,5,,10649
1251,西,146,1,4,,10820
1252,覆,146,1,2,,10826
1253,見,147,1,58,,10831
1254,視,147,1,6,,10837
1255,親,147,1,8,,10848
1256,觀,147,1,11,,10859
1257,解,148,1,2,,10875
1258,觚,148,1,4,,10868
1259,譎,149,1,2,,11160
1260,諒,149,1,2,,11056
1261,討,149,1,2,,10902
1262,訥,149,1,2,,10921
1263,議,149,1,2,,11195
1264,詩,149,1,13,,10979
1265,論,149,1,11,,11058
1266,11037,149,1,2,,11037
1267,講,149,1,2,,11119
1268,訓,149,1,2,,10909
1269,諫,149,1,5,,11074
1270,諂,149,1,3,,11041
1271,譬,149,1,6,,11189
1272,譖,149,1,2,,11169
1273,謹,149,1,2,,11142
1274,誨,149,1,4,,11024
1275,讓,149,1,5,,11222
1276,詐,149,1,3,,10957
1277,諾,149,1,3,,11090
1278,請,149,1,12,,11049
1279,訟,149,1,3,,10919
1280,諸,149,1,40,,11085
1281-1282,謂,149,1,67,,11095
1283,試,149,1,2,,10975
1284,識,149,1,6,,11171
1285,誰,149,1,9,,11028
1286,謀,149,1,8,,11092
1287-1288,言,149,1,116,,10890
1289,語,149,1,17,,11017
1290,説,149,1,23,,11025
1291,10907,149,1,3,,10907
1292,譽,149,0,1,,11205
1293,豆,151,1,2,,11250
1294,豈,151,1,7,,11253
1295,貉,153,1,2,,11308
1296,貌,153,1,3,,11311
1297,質,154,1,8,,11404
1298,貨,154,1,2,,11339
1299,賊,154,1,3,,11377
1300,賤,154,1,4,,11402
1301,賈,154,1,5,,11374
1302,賢,154,1,24,,11397
1303,賜,154,1,14,,11393
1304,貧,154,1,8,,11338
1305,貢,154,1,39,,11335
1306,貴,154,1,9,,11355
1307,負,154,1,2,,11332
1308,賓,154,1,3,,11386
1309,費,154,1,5,,11359
1310,貫,154,1,2,,11343
1311,赦,155,1,2,,11447
1312,赤,155,1,5,,11445
1313,趨,156,1,3,,11490
1314,11573,157,1,2,,11573
1315,11712,157,1,2,,11712
1316,足,157,1,29,,11495
1317,路,157,1,51,,11548
1318,11637,157,1,2,,11637
1319,11591,157,1,2,,11591
1320,踰,157,1,3,,11593
1321,身,158,1,16,,11715
1322,躬,158,1,10,,11716
1323,軍,159,1,6,,11745
1324,輕,159,1,2,,11802
1325,車,159,1,8,,11740
1326,輿,159,1,2,,11846
1327,辟,160,1,10,,11898
1328,辨,160,1,2,,11908
1329,辭,160,1,6,,11914
1330,辱,161,1,5,,11918
1331,農,161,1,2,,11919
1332,連,162,1,2,,12010
1333,退,162,1,9,,11982
1334,遷,162,1,2,,12093
1335,逸,162,1,4,,12027
1336,達,162,1,15,,12052
1337,近,162,1,12,,11948
1338-1339,道,162,1,84,,12051
1340,遠,162,1,24,,12070
1341,過,162,1,28,,12046
1342,遊,162,1,5,,12042
1343,遲,162,1,7,,12087
1344,違,162,1,12,,12054
1345,選,162,1,2,,12095
1346,速,162,1,3,,12003
1347,遂,162,1,2,,12037
1348,11987y2,162,1,3,,11987y2
1349,述,162,1,2,,11968
1350,進,162,1,11,,12022
1351,適,162,1,9,,12079
1352,遇,162,1,2,,12040
1353,逝,162,1,2,,12001
1354,邦,163,1,39,,12137
1355,邪,163,1,2,,12139
1356,鄭,163,1,5,,12229
1357,郷,163,1,10,,12205
1358,鄙,163,1,5,,12212
1359,郁,163,1,2,,12153
1360,邑,163,1,4,,12123
1361,鄰,163,1,3,,12234
1362,里,166,1,5,,12372
1363,重,166,1,4,,12373
1364,量,166,1,3,,12376
1365,野,166,1,3,,12374
1366,鑽,167,1,2,,12692
1367,錯,167,1,3,,12528
1368,長,168,1,8,,12698
1369,門,169,1,21,,12709
1370,闕,169,1,3,,12783
1371,間,169,1,8,,12724
1372,閔,169,1,5,,12725
1373,關,169,1,3,,12790
1374,階,170,1,5,,12892
1375,陋,170,1,3,,12836
1376,隱,170,1,8,,12935
1377,降,170,1,3,,12838
1378,陳,170,1,12,,12864
1379,陽,170,1,3,,12876
1380,雖,172,1,28,,12991
1381,難,172,1,18,,13002
1382,雍,172,1,3,,12972
1383,集,172,1,2,,12963
1384,雅,172,1,4,,12962
1385,鷄,196,1,2,,14542
1386,靈,173,1,2,,13092
1387,13013,173,1,2,,13013
1388,非,175,1,27,,13104
1389,13207,177,1,2,,13207
1390,鞠,177,1,3,,13179
1391,韶,180,1,3,,13286
1392,顧,181,1,2,,13409
1393,願,181,1,3,,13391
1394,顛,181,1,2,,13395
1395,顏,181,1,20,,13380
1396,順,181,1,4,,13302
1397,13385,181,1,4,,13385
1398,風,182,1,2,,13423
1399,餒,184,1,2,,13558
1400,養,184,1,4,,13551
1401,飾,184,1,2,,13542
1402,餘,184,1,4,,13565
1403,飯,184,1,6,,13527
1404,饋,184,1,2,,13635
1405,食,184,1,41,,13503
1406,饑,184,1,2,,13640
1407,饌,184,1,2,,13636
1408,飽,184,1,3,,13541
1409,飮,184,1,5,,13526
1410,首,185,1,2,,13661
1411,馬,187,1,16,,13680
1412,驕,187,1,8,,13845
1413,騫,187,1,4,,13813
1414,駟,187,1,2,,13733
1415,高,189,1,4,,13940
1416,鬼,194,1,5,,14061
1417,鯉,195,1,2,,14197
1418,魯,195,1,18,,14116
1419,鮮,195,1,4,,14174
1420,14106,195,1,2,,14106
1421,魚,195,1,4,,14101
1422,鳥,196,1,4,,14361
1423,鳳,196,1,3,,14378
1424,點,203,0,1,,14725
1425,黨,203,1,10,,14730
1426,黜,203,1,2,,14722
1427,鼓,207,1,4,,14775
1428,齊,210,1,28,,14828
1429,學,039,2,50,1,02293
1430,疑,103,2,2,1,07559
1431,矜,110,2,4,1,07930
1432,誠,149,2,1,1,11018
1433,誦,149,2,1,1,11023
1434,面,176,1,2,,13108
